* Block Type = Fast 96-Well Block (0.1mL)
* Calibration Background is expired  = Yes
* Calibration Background performed on = 03-02-2017
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 03-02-2017
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye NED is expired = Yes
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = Yes
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = Yes
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = Yes
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = SYBR_GREEN
* Date Created = 2017-12-26 11:03:28 AM CST
* Date Modified = 2017-12-26 13:50:36 PM CST
* Experiment Barcode = 
* Experiment Comment = NA
* Experiment File Name = D:\PB\2017-12-26 110328.eds
* Experiment Name = 2017-12-26 110328
* Experiment Run Start Time = 2017-12-26 21:15:40 PM CST
* Experiment Run Stop Time = 2017-12-26 22:18:15 PM CST
* Experiment Type = Standard Curve
* Instrument Name = 278860552
* Instrument Serial Number = 278860552
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Sample Setup]
Well	Well Position	Sample Name	Sample Color	Biogroup Name	Biogroup Color	Target Name	Target Color	Task	Reporter	Quencher	Quantity	Comments
25	C1	72	74.004	2.474	0.176
25	C1	73	74.199	2.458	0.176
25	C1	74	74.394	2.441	0.177
25	C1	75	74.590	2.426	0.177
25	C1	76	74.785	2.407	0.177
25	C1	77	74.980	2.391	0.177
25	C1	78	75.176	2.372	0.176
25	C1	79	75.371	2.357	0.176
25	C1	80	75.566	2.340	0.177
25	C1	81	75.762	2.322	0.177
25	C1	82	75.957	2.305	0.178
25	C1	83	76.152	2.287	0.178
25	C1	84	76.347	2.271	0.179
25	C1	85	76.543	2.253	0.179
25	C1	86	76.738	2.235	0.179
25	C1	87	76.933	2.219	0.178
25	C1	88	77.129	2.196	0.177
25	C1	89	77.324	2.184	0.176
25	C1	90	77.519	2.167	0.175
25	C1	91	77.715	2.150	0.174
25	C1	92	77.910	2.134	0.175
25	C1	93	78.105	2.115	0.176
25	C1	94	78.300	2.100	0.177
25	C1	95	78.496	2.082	0.178
25	C1	96	78.691	2.063	0.179
25	C1	97	78.886	2.045	0.180
25	C1	98	79.082	2.028	0.180
25	C1	99	79.277	2.011	0.181
25	C1	100	79.472	1.996	0.181
25	C1	101	79.668	1.975	0.181
25	C1	102	79.863	1.959	0.181
25	C1	103	80.058	1.942	0.182
25	C1	104	80.253	1.924	0.182
25	C1	105	80.449	1.905	0.183
25	C1	106	80.644	1.887	0.183
25	C1	107	80.839	1.871	0.184
25	C1	108	81.035	1.851	0.185
25	C1	109	81.230	1.834	0.187
25	C1	110	81.425	1.816	0.189
25	C1	111	81.621	1.796	0.191
25	C1	112	81.816	1.778	0.193
25	C1	113	82.011	1.760	0.197
25	C1	114	82.206	1.741	0.203
25	C1	115	82.402	1.720	0.211
25	C1	116	82.597	1.702	0.224
25	C1	117	82.792	1.680	0.245
25	C1	118	82.988	1.660	0.276
25	C1	119	83.183	1.635	0.322
25	C1	120	83.378	1.607	0.387
25	C1	121	83.574	1.573	0.474
25	C1	122	83.769	1.529	0.584
25	C1	123	83.964	1.468	0.718
25	C1	124	84.159	1.388	0.871
25	C1	125	84.355	1.290	1.036
25	C1	126	84.550	1.161	1.200
25	C1	127	84.745	1.006	1.347
25	C1	128	84.941	0.847	1.457
25	C1	129	85.136	0.664	1.512
25	C1	130	85.331	0.449	1.495
25	C1	131	85.527	0.235	1.401
25	C1	132	85.722	0.081	1.238
25	C1	133	85.917	0.012	1.026
25	C1	134	86.112	-0.007	0.796
25	C1	135	86.308	-0.014	0.578
25	C1	136	86.503	-0.019	0.393
25	C1	137	86.698	-0.025	0.251
25	C1	138	86.894	-0.029	0.153
25	C1	139	87.089	-0.031	0.090
25	C1	140	87.284	-0.032	0.053
25	C1	141	87.480	-0.033	0.033
25	C1	142	87.675	-0.034	0.021
25	C1	143	87.870	-0.035	0.015
25	C1	144	88.065	-0.036	0.012
25	C1	145	88.261	-0.037	0.010
25	C1	146	88.456	-0.038	0.009
25	C1	147	88.651	-0.039	0.008
25	C1	148	88.847	-0.039	0.007
25	C1	149	89.042	-0.039	0.006
25	C1	150	89.237	-0.040	0.006
25	C1	151	89.433	-0.041	0.005
25	C1	152	89.628	-0.041	0.005
25	C1	153	89.823	-0.042	0.005
25	C1	154	90.018	-0.042	0.004
25	C1	155	90.214	-0.042	0.004
25	C1	156	90.409	-0.043	0.004
25	C1	157	90.604	-0.043	0.004
25	C1	158	90.800	-0.043	0.003
25	C1	159	90.995	-0.043	0.003
25	C1	160	91.190	-0.044	0.003
25	C1	161	91.386	-0.045	0.003
25	C1	162	91.581	-0.044	0.003
25	C1	163	91.776	-0.045	0.003
25	C1	164	91.971	-0.045	0.002
25	C1	165	92.167	-0.045	0.002
25	C1	166	92.362	-0.046	0.001
25	C1	167	92.557	-0.045	0.001
25	C1	168	92.753	-0.045	0.001
25	C1	169	92.948	-0.045	0.001
25	C1	170	93.143	-0.045	0.001
25	C1	171	93.339	-0.046	0.001
25	C1	172	93.534	-0.045	0.001
25	C1	173	93.729	-0.046	0.001
25	C1	174	93.924	-0.046	0.001
25	C1	175	94.120	-0.046	0.001
25	C1	176	94.315	-0.046	0.001
25	C1	177	94.510	-0.046	0.001
25	C1	178	94.706	-0.046	0.001
25	C1	179	94.901	-0.046	0.000
26	C2	1	60.138	3.510	0.205
26	C2	2	60.333	3.498	0.205
26	C2	3	60.528	3.486	0.205
26	C2	4	60.723	3.469	0.206
26	C2	5	60.919	3.461	0.207
26	C2	6	61.114	3.438	0.209
26	C2	7	61.309	3.426	0.211
26	C2	8	61.505	3.404	0.213
26	C2	9	61.700	3.392	0.213
26	C2	10	61.895	3.371	0.213
26	C2	11	62.091	3.357	0.212
26	C2	12	62.286	3.340	0.211
26	C2	13	62.481	3.321	0.210
26	C2	14	62.676	3.308	0.209
26	C2	15	62.872	3.292	0.210
26	C2	16	63.067	3.276	0.211
26	C2	17	63.262	3.261	0.212
26	C2	18	63.458	3.242	0.213
26	C2	19	63.653	3.226	0.213
26	C2	20	63.848	3.207	0.213
26	C2	21	64.044	3.192	0.212
26	C2	22	64.239	3.177	0.211
26	C2	23	64.434	3.161	0.210
26	C2	24	64.629	3.148	0.210
26	C2	25	64.825	3.125	0.209
26	C2	26	65.020	3.113	0.207
26	C2	27	65.215	3.094	0.205
26	C2	28	65.411	3.079	0.203
26	C2	29	65.606	3.063	0.200
26	C2	30	65.801	3.051	0.198
26	C2	31	65.997	3.036	0.197
26	C2	32	66.192	3.017	0.196
26	C2	33	66.387	3.005	0.195
26	C2	34	66.582	2.988	0.194
26	C2	35	66.778	2.974	0.193
26	C2	36	66.973	2.957	0.192
26	C2	37	67.168	2.945	0.191
26	C2	38	67.364	2.926	0.191
26	C2	39	67.559	2.915	0.191
26	C2	40	67.754	2.900	0.192
26	C2	41	67.950	2.886	0.193
26	C2	42	68.145	2.870	0.194
26	C2	43	68.340	2.856	0.195
26	C2	44	68.535	2.837	0.195
26	C2	45	68.731	2.825	0.195
26	C2	46	68.926	2.807	0.195
26	C2	47	69.121	2.795	0.196
26	C2	48	69.317	2.781	0.197
26	C2	49	69.512	2.763	0.198
26	C2	50	69.707	2.750	0.199
26	C2	51	69.903	2.733	0.201
26	C2	52	70.098	2.716	0.202
26	C2	53	70.293	2.701	0.203
26	C2	54	70.488	2.685	0.203
26	C2	55	70.684	2.669	0.204
26	C2	56	70.879	2.656	0.204
26	C2	57	71.074	2.637	0.205
26	C2	58	71.270	2.621	0.205
26	C2	59	71.465	2.606	0.205
26	C2	60	71.660	2.588	0.205
26	C2	61	71.856	2.575	0.205
26	C2	62	72.051	2.558	0.205
26	C2	63	72.246	2.541	0.206
26	C2	64	72.441	2.525	0.206
26	C2	65	72.637	2.510	0.207
26	C2	66	72.832	2.495	0.207
26	C2	67	73.027	2.477	0.208
26	C2	68	73.223	2.461	0.208
26	C2	69	73.418	2.444	0.208
26	C2	70	73.613	2.429	0.209
26	C2	71	73.809	2.414	0.209
26	C2	72	74.004	2.397	0.210
26	C2	73	74.199	2.380	0.210
26	C2	74	74.394	2.365	0.211
26	C2	75	74.590	2.347	0.211
26	C2	76	74.785	2.329	0.211
26	C2	77	74.980	2.316	0.212
26	C2	78	75.176	2.300	0.212
26	C2	79	75.371	2.284	0.214
26	C2	80	75.566	2.264	0.215
26	C2	81	75.762	2.251	0.218
26	C2	82	75.957	2.232	0.220
26	C2	83	76.152	2.214	0.223
26	C2	84	76.347	2.197	0.226
26	C2	85	76.543	2.180	0.229
26	C2	86	76.738	2.165	0.233
26	C2	87	76.933	2.143	0.237
26	C2	88	77.129	2.125	0.242
26	C2	89	77.324	2.107	0.247
26	C2	90	77.519	2.088	0.252
26	C2	91	77.715	2.068	0.257
26	C2	92	77.910	2.045	0.262
26	C2	93	78.105	2.024	0.267
26	C2	94	78.300	2.005	0.273
26	C2	95	78.496	1.983	0.278
26	C2	96	78.691	1.963	0.284
26	C2	97	78.886	1.940	0.291
26	C2	98	79.082	1.914	0.299
26	C2	99	79.277	1.892	0.307
26	C2	100	79.472	1.868	0.315
26	C2	101	79.668	1.844	0.323
26	C2	102	79.863	1.817	0.331
26	C2	103	80.058	1.793	0.339
26	C2	104	80.253	1.764	0.346
26	C2	105	80.449	1.737	0.351
26	C2	106	80.644	1.704	0.353
26	C2	107	80.839	1.675	0.353
26	C2	108	81.035	1.647	0.351
26	C2	109	81.230	1.623	0.348
26	C2	110	81.425	1.597	0.345
26	C2	111	81.621	1.570	0.344
26	C2	112	81.816	1.545	0.345
26	C2	113	82.011	1.517	0.349
26	C2	114	82.206	1.492	0.357
26	C2	115	82.402	1.465	0.369
26	C2	116	82.597	1.436	0.388
26	C2	117	82.792	1.406	0.414
26	C2	118	82.988	1.376	0.452
26	C2	119	83.183	1.341	0.503
26	C2	120	83.378	1.304	0.570
26	C2	121	83.574	1.260	0.656
26	C2	122	83.769	1.207	0.759
26	C2	123	83.964	1.142	0.879
26	C2	124	84.159	1.066	1.009
26	C2	125	84.355	0.974	1.140
26	C2	126	84.550	0.864	1.262
26	C2	127	84.745	0.740	1.359
26	C2	128	84.941	0.602	1.417
26	C2	129	85.136	0.465	1.423
26	C2	130	85.331	0.335	1.371
26	C2	131	85.527	0.197	1.259
26	C2	132	85.722	0.087	1.101
26	C2	133	85.917	0.044	0.913
26	C2	134	86.112	0.027	0.719
26	C2	135	86.308	0.016	0.541
26	C2	136	86.503	0.005	0.393
26	C2	137	86.698	-0.007	0.279
26	C2	138	86.894	-0.020	0.198
26	C2	139	87.089	-0.029	0.142
26	C2	140	87.284	-0.032	0.103
26	C2	141	87.480	-0.035	0.075
26	C2	142	87.675	-0.037	0.055
26	C2	143	87.870	-0.038	0.041
26	C2	144	88.065	-0.040	0.030
26	C2	145	88.261	-0.040	0.022
26	C2	146	88.456	-0.041	0.017
26	C2	147	88.651	-0.042	0.013
26	C2	148	88.847	-0.042	0.011
26	C2	149	89.042	-0.044	0.009
26	C2	150	89.237	-0.044	0.008
26	C2	151	89.433	-0.045	0.007
26	C2	152	89.628	-0.045	0.007
26	C2	153	89.823	-0.046	0.006
26	C2	154	90.018	-0.046	0.006
26	C2	155	90.214	-0.047	0.005
26	C2	156	90.409	-0.047	0.004
26	C2	157	90.604	-0.047	0.004
26	C2	158	90.800	-0.047	0.003
26	C2	159	90.995	-0.047	0.003
26	C2	160	91.190	-0.047	0.002
26	C2	161	91.386	-0.047	0.002
26	C2	162	91.581	-0.048	0.002
26	C2	163	91.776	-0.048	0.002
26	C2	164	91.971	-0.048	0.002
26	C2	165	92.167	-0.047	0.002
26	C2	166	92.362	-0.048	0.002
26	C2	167	92.557	-0.049	0.002
26	C2	168	92.753	-0.049	0.001
26	C2	169	92.948	-0.048	0.001
26	C2	170	93.143	-0.048	0.001
26	C2	171	93.339	-0.049	0.001
26	C2	172	93.534	-0.049	0.001
26	C2	173	93.729	-0.049	0.001
26	C2	174	93.924	-0.049	0.001
26	C2	175	94.120	-0.048	0.001
26	C2	176	94.315	-0.049	0.001
26	C2	177	94.510	-0.049	0.001
26	C2	178	94.706	-0.049	0.001
26	C2	179	94.901	-0.049	0.001
27	C3	1	60.138	3.364	0.205
27	C3	2	60.333	3.349	0.205
27	C3	3	60.528	3.338	0.205
27	C3	4	60.723	3.315	0.204
27	C3	5	60.919	3.306	0.203
27	C3	6	61.114	3.292	0.202
27	C3	7	61.309	3.275	0.202
27	C3	8	61.505	3.263	0.202
27	C3	9	61.700	3.248	0.203
27	C3	10	61.895	3.231	0.205
27	C3	11	62.091	3.217	0.207
27	C3	12	62.286	3.198	0.209
27	C3	13	62.481	3.182	0.210
27	C3	14	62.676	3.176	0.211
27	C3	15	62.872	3.150	0.211
27	C3	16	63.067	3.132	0.210
27	C3	17	63.262	3.119	0.209
27	C3	18	63.458	3.105	0.208
27	C3	19	63.653	3.088	0.208
27	C3	20	63.848	3.078	0.208
27	C3	21	64.044	3.060	0.208
27	C3	22	64.239	3.044	0.207
27	C3	23	64.434	3.024	0.206
27	C3	24	64.629	3.013	0.204
27	C3	25	64.825	2.997	0.202
27	C3	26	65.020	2.982	0.200
27	C3	27	65.215	2.965	0.199
27	C3	28	65.411	2.955	0.198
27	C3	29	65.606	2.944	0.198
27	C3	30	65.801	2.923	0.198
27	C3	31	65.997	2.908	0.197
27	C3	32	66.192	2.891	0.196
27	C3	33	66.387	2.877	0.194
27	C3	34	66.582	2.869	0.193
27	C3	35	66.778	2.852	0.193
27	C3	36	66.973	2.834	0.193
27	C3	37	67.168	2.821	0.193
27	C3	38	67.364	2.808	0.194
27	C3	39	67.559	2.794	0.195
27	C3	40	67.754	2.777	0.195
27	C3	41	67.950	2.762	0.196
27	C3	42	68.145	2.747	0.196
27	C3	43	68.340	2.734	0.196
27	C3	44	68.535	2.720	0.197
27	C3	45	68.731	2.706	0.198
27	C3	46	68.926	2.692	0.199
27	C3	47	69.121	2.673	0.201
27	C3	48	69.317	2.662	0.202
27	C3	49	69.512	2.644	0.203
27	C3	50	69.707	2.629	0.203
27	C3	51	69.903	2.615	0.204
27	C3	52	70.098	2.600	0.204
27	C3	53	70.293	2.582	0.204
27	C3	54	70.488	2.568	0.204
27	C3	55	70.684	2.551	0.204
27	C3	56	70.879	2.540	0.204
27	C3	57	71.074	2.523	0.204
27	C3	58	71.270	2.506	0.204
27	C3	59	71.465	2.491	0.204
27	C3	60	71.660	2.475	0.203
27	C3	61	71.856	2.461	0.203
27	C3	62	72.051	2.445	0.203
27	C3	63	72.246	2.432	0.203
27	C3	64	72.441	2.415	0.204
27	C3	65	72.637	2.400	0.205
27	C3	66	72.832	2.386	0.206
27	C3	67	73.027	2.369	0.207
27	C3	68	73.223	2.351	0.207
27	C3	69	73.418	2.338	0.207
27	C3	70	73.613	2.323	0.207
27	C3	71	73.809	2.307	0.208
27	C3	72	74.004	2.292	0.208
27	C3	73	74.199	2.275	0.208
27	C3	74	74.394	2.259	0.208
27	C3	75	74.590	2.245	0.208
27	C3	76	74.785	2.231	0.208
27	C3	77	74.980	2.214	0.208
27	C3	78	75.176	2.199	0.209
27	C3	79	75.371	2.182	0.209
27	C3	80	75.566	2.167	0.210
27	C3	81	75.762	2.153	0.212
27	C3	82	75.957	2.136	0.213
27	C3	83	76.152	2.120	0.216
27	C3	84	76.347	2.103	0.218
27	C3	85	76.543	2.089	0.220
27	C3	86	76.738	2.069	0.222
27	C3	87	76.933	2.052	0.224
27	C3	88	77.129	2.038	0.226
27	C3	89	77.324	2.020	0.229
27	C3	90	77.519	2.002	0.233
27	C3	91	77.715	1.985	0.238
27	C3	92	77.910	1.969	0.243
27	C3	93	78.105	1.948	0.248
27	C3	94	78.300	1.928	0.254
27	C3	95	78.496	1.911	0.260
27	C3	96	78.691	1.889	0.266
27	C3	97	78.886	1.872	0.272
27	C3	98	79.082	1.848	0.277
27	C3	99	79.277	1.826	0.283
27	C3	100	79.472	1.805	0.289
27	C3	101	79.668	1.784	0.296
27	C3	102	79.863	1.763	0.303
27	C3	103	80.058	1.740	0.310
27	C3	104	80.253	1.717	0.318
27	C3	105	80.449	1.690	0.324
27	C3	106	80.644	1.664	0.330
27	C3	107	80.839	1.638	0.333
27	C3	108	81.035	1.611	0.335
27	C3	109	81.230	1.586	0.335
27	C3	110	81.425	1.560	0.335
27	C3	111	81.621	1.538	0.335
27	C3	112	81.816	1.512	0.337
27	C3	113	82.011	1.489	0.341
27	C3	114	82.206	1.462	0.348
27	C3	115	82.402	1.435	0.359
27	C3	116	82.597	1.409	0.377
27	C3	117	82.792	1.382	0.402
27	C3	118	82.988	1.355	0.439
27	C3	119	83.183	1.324	0.490
27	C3	120	83.378	1.287	0.558
27	C3	121	83.574	1.246	0.645
27	C3	122	83.769	1.196	0.750
27	C3	123	83.964	1.133	0.870
27	C3	124	84.159	1.059	0.997
27	C3	125	84.355	0.969	1.124
27	C3	126	84.550	0.864	1.236
27	C3	127	84.745	0.744	1.320
27	C3	128	84.941	0.616	1.363
27	C3	129	85.136	0.491	1.355
27	C3	130	85.331	0.369	1.292
27	C3	131	85.527	0.246	1.179
27	C3	132	85.722	0.166	1.029
27	C3	133	85.917	0.137	0.861
27	C3	134	86.112	0.117	0.697
27	C3	135	86.308	0.097	0.552
27	C3	136	86.503	0.075	0.435
27	C3	137	86.698	0.052	0.345
27	C3	138	86.894	0.028	0.279
27	C3	139	87.089	0.014	0.228
27	C3	140	87.284	0.006	0.189
27	C3	141	87.480	-0.001	0.156
27	C3	142	87.675	-0.010	0.129
27	C3	143	87.870	-0.015	0.106
27	C3	144	88.065	-0.021	0.088
27	C3	145	88.261	-0.026	0.072
27	C3	146	88.456	-0.030	0.059
27	C3	147	88.651	-0.033	0.047
27	C3	148	88.847	-0.035	0.037
27	C3	149	89.042	-0.036	0.029
27	C3	150	89.237	-0.037	0.023
27	C3	151	89.433	-0.037	0.018
27	C3	152	89.628	-0.038	0.015
27	C3	153	89.823	-0.039	0.013
27	C3	154	90.018	-0.040	0.012
27	C3	155	90.214	-0.041	0.011
27	C3	156	90.409	-0.042	0.010
27	C3	157	90.604	-0.043	0.009
27	C3	158	90.800	-0.043	0.007
27	C3	159	90.995	-0.043	0.006
27	C3	160	91.190	-0.043	0.005
27	C3	161	91.386	-0.043	0.004
27	C3	162	91.581	-0.044	0.004
27	C3	163	91.776	-0.043	0.003
27	C3	164	91.971	-0.045	0.003
27	C3	165	92.167	-0.044	0.003
27	C3	166	92.362	-0.045	0.003
27	C3	167	92.557	-0.045	0.002
27	C3	168	92.753	-0.044	0.002
27	C3	169	92.948	-0.045	0.001
27	C3	170	93.143	-0.044	0.001
27	C3	171	93.339	-0.045	0.001
27	C3	172	93.534	-0.044	0.001
27	C3	173	93.729	-0.045	0.001
27	C3	174	93.924	-0.045	0.001
27	C3	175	94.120	-0.046	0.001
27	C3	176	94.315	-0.045	0.001
27	C3	177	94.510	-0.045	0.001
27	C3	178	94.706	-0.045	0.001
27	C3	179	94.901	-0.046	0.001
28	C4	1	60.138	3.234	0.321
28	C4	2	60.333	3.227	0.319
28	C4	3	60.528	3.224	0.317
28	C4	4	60.723	3.212	0.316
28	C4	5	60.919	3.198	0.318
28	C4	6	61.114	3.190	0.321
28	C4	7	61.309	3.177	0.324
28	C4	8	61.505	3.167	0.327
28	C4	9	61.700	3.153	0.329
28	C4	10	61.895	3.143	0.331
28	C4	11	62.091	3.125	0.332
28	C4	12	62.286	3.118	0.334
28	C4	13	62.481	3.108	0.338
28	C4	14	62.676	3.097	0.342
28	C4	15	62.872	3.084	0.347
28	C4	16	63.067	3.066	0.352
28	C4	17	63.262	3.055	0.355
28	C4	18	63.458	3.044	0.356
28	C4	19	63.653	3.031	0.356
28	C4	20	63.848	3.019	0.356
28	C4	21	64.044	3.004	0.354
28	C4	22	64.239	2.993	0.352
28	C4	23	64.434	2.981	0.350
28	C4	24	64.629	2.967	0.349
28	C4	25	64.825	2.957	0.347
28	C4	26	65.020	2.945	0.344
28	C4	27	65.215	2.931	0.341
28	C4	28	65.411	2.917	0.337
28	C4	29	65.606	2.908	0.333
28	C4	30	65.801	2.894	0.328
28	C4	31	65.997	2.883	0.324
28	C4	32	66.192	2.873	0.322
28	C4	33	66.387	2.862	0.321
28	C4	34	66.582	2.851	0.322
28	C4	35	66.778	2.839	0.324
28	C4	36	66.973	2.826	0.326
28	C4	37	67.168	2.815	0.328
28	C4	38	67.364	2.803	0.331
28	C4	39	67.559	2.789	0.335
28	C4	40	67.754	2.782	0.340
28	C4	41	67.950	2.768	0.346
28	C4	42	68.145	2.756	0.354
28	C4	43	68.340	2.742	0.361
28	C4	44	68.535	2.728	0.368
28	C4	45	68.731	2.717	0.375
28	C4	46	68.926	2.701	0.381
28	C4	47	69.121	2.691	0.386
28	C4	48	69.317	2.674	0.391
28	C4	49	69.512	2.660	0.394
28	C4	50	69.707	2.645	0.397
28	C4	51	69.903	2.632	0.400
28	C4	52	70.098	2.618	0.402
28	C4	53	70.293	2.603	0.405
28	C4	54	70.488	2.588	0.407
28	C4	55	70.684	2.574	0.409
28	C4	56	70.879	2.558	0.410
28	C4	57	71.074	2.546	0.410
28	C4	58	71.270	2.526	0.411
28	C4	59	71.465	2.514	0.412
28	C4	60	71.660	2.502	0.413
28	C4	61	71.856	2.487	0.416
28	C4	62	72.051	2.470	0.419
28	C4	63	72.246	2.455	0.423
28	C4	64	72.441	2.439	0.425
28	C4	65	72.637	2.425	0.427
28	C4	66	72.832	2.409	0.428
28	C4	67	73.027	2.393	0.428
28	C4	68	73.223	2.379	0.427
28	C4	69	73.418	2.363	0.427
28	C4	70	73.613	2.345	0.426
28	C4	71	73.809	2.334	0.426
28	C4	72	74.004	2.319	0.427
28	C4	73	74.199	2.304	0.429
28	C4	74	74.394	2.286	0.432
28	C4	75	74.590	2.274	0.436
28	C4	76	74.785	2.256	0.440
28	C4	77	74.980	2.241	0.445
28	C4	78	75.176	2.226	0.451
28	C4	79	75.371	2.211	0.458
28	C4	80	75.566	2.191	0.467
28	C4	81	75.762	2.177	0.477
28	C4	82	75.957	2.160	0.488
28	C4	83	76.152	2.140	0.501
28	C4	84	76.347	2.124	0.516
28	C4	85	76.543	2.105	0.532
28	C4	86	76.738	2.086	0.550
28	C4	87	76.933	2.066	0.571
28	C4	88	77.129	2.045	0.593
28	C4	89	77.324	2.024	0.617
28	C4	90	77.519	2.000	0.642
28	C4	91	77.715	1.976	0.668
28	C4	92	77.910	1.950	0.693
28	C4	93	78.105	1.925	0.717
28	C4	94	78.300	1.898	0.741
28	C4	95	78.496	1.872	0.765
28	C4	96	78.691	1.843	0.791
28	C4	97	78.886	1.815	0.819
28	C4	98	79.082	1.785	0.851
28	C4	99	79.277	1.753	0.888
28	C4	100	79.472	1.724	0.931
28	C4	101	79.668	1.691	0.978
28	C4	102	79.863	1.653	1.030
28	C4	103	80.058	1.614	1.081
28	C4	104	80.253	1.575	1.128
28	C4	105	80.449	1.531	1.165
28	C4	106	80.644	1.483	1.189
28	C4	107	80.839	1.430	1.199
28	C4	108	81.035	1.381	1.196
28	C4	109	81.230	1.344	1.187
28	C4	110	81.425	1.308	1.181
28	C4	111	81.621	1.272	1.183
28	C4	112	81.816	1.230	1.198
28	C4	113	82.011	1.188	1.226
28	C4	114	82.206	1.145	1.259
28	C4	115	82.402	1.096	1.291
28	C4	116	82.597	1.043	1.312
28	C4	117	82.792	0.985	1.314
28	C4	118	82.988	0.934	1.295
28	C4	119	83.183	0.886	1.256
28	C4	120	83.378	0.842	1.202
28	C4	121	83.574	0.804	1.142
28	C4	122	83.769	0.770	1.085
28	C4	123	83.964	0.739	1.037
28	C4	124	84.159	0.707	1.003
28	C4	125	84.355	0.671	0.984
28	C4	126	84.550	0.639	0.980
28	C4	127	84.745	0.606	0.989
28	C4	128	84.941	0.572	1.009
28	C4	129	85.136	0.533	1.037
28	C4	130	85.331	0.495	1.070
28	C4	131	85.527	0.457	1.106
28	C4	132	85.722	0.414	1.140
28	C4	133	85.917	0.371	1.170
28	C4	134	86.112	0.325	1.192
28	C4	135	86.308	0.283	1.203
28	C4	136	86.503	0.235	1.200
28	C4	137	86.698	0.189	1.179
28	C4	138	86.894	0.143	1.137
28	C4	139	87.089	0.103	1.072
28	C4	140	87.284	0.066	0.985
28	C4	141	87.480	0.032	0.877
28	C4	142	87.675	0.000	0.753
28	C4	143	87.870	-0.019	0.621
28	C4	144	88.065	-0.027	0.490
28	C4	145	88.261	-0.032	0.369
28	C4	146	88.456	-0.036	0.266
28	C4	147	88.651	-0.038	0.184
28	C4	148	88.847	-0.040	0.123
28	C4	149	89.042	-0.041	0.081
28	C4	150	89.237	-0.041	0.052
28	C4	151	89.433	-0.042	0.034
28	C4	152	89.628	-0.042	0.023
28	C4	153	89.823	-0.043	0.017
28	C4	154	90.018	-0.042	0.013
28	C4	155	90.214	-0.043	0.010
28	C4	156	90.409	-0.044	0.009
28	C4	157	90.604	-0.043	0.008
28	C4	158	90.800	-0.044	0.007
28	C4	159	90.995	-0.045	0.006
28	C4	160	91.190	-0.044	0.005
28	C4	161	91.386	-0.045	0.004
28	C4	162	91.581	-0.045	0.004
28	C4	163	91.776	-0.044	0.003
28	C4	164	91.971	-0.044	0.003
28	C4	165	92.167	-0.045	0.003
28	C4	166	92.362	-0.045	0.003
28	C4	167	92.557	-0.045	0.003
28	C4	168	92.753	-0.045	0.003
28	C4	169	92.948	-0.045	0.003
28	C4	170	93.143	-0.044	0.003
28	C4	171	93.339	-0.046	0.002
28	C4	172	93.534	-0.045	0.002
28	C4	173	93.729	-0.045	0.002
28	C4	174	93.924	-0.046	0.001
28	C4	175	94.120	-0.045	0.001
28	C4	176	94.315	-0.045	0.001
28	C4	177	94.510	-0.046	0.001
28	C4	178	94.706	-0.046	0.001
28	C4	179	94.901	-0.046	0.000
29	C5	1	60.138	3.799	0.207
29	C5	2	60.333	3.791	0.208
29	C5	3	60.528	3.781	0.209
29	C5	4	60.723	3.757	0.210
29	C5	5	60.919	3.741	0.211
29	C5	6	61.114	3.724	0.212
29	C5	7	61.309	3.706	0.212
29	C5	8	61.505	3.688	0.212
29	C5	9	61.700	3.668	0.213
29	C5	10	61.895	3.655	0.213
29	C5	11	62.091	3.636	0.214
29	C5	12	62.286	3.615	0.214
29	C5	13	62.481	3.601	0.214
29	C5	14	62.676	3.579	0.214
29	C5	15	62.872	3.559	0.213
29	C5	16	63.067	3.544	0.212
29	C5	17	63.262	3.526	0.211
29	C5	18	63.458	3.509	0.210
29	C5	19	63.653	3.491	0.209
29	C5	20	63.848	3.476	0.209
29	C5	21	64.044	3.458	0.209
29	C5	22	64.239	3.438	0.209
29	C5	23	64.434	3.423	0.209
29	C5	24	64.629	3.404	0.209
29	C5	25	64.825	3.389	0.209
29	C5	26	65.020	3.370	0.208
29	C5	27	65.215	3.352	0.207
29	C5	28	65.411	3.334	0.206
29	C5	29	65.606	3.321	0.205
29	C5	30	65.801	3.297	0.203
29	C5	31	65.997	3.283	0.201
29	C5	32	66.192	3.267	0.200
